id,company_id,role,title,description,salary_h,hours_per_week,area,location,years_xp,work_model,contract_type,date_expires
244,5,Human Resources Assistant III,Human Resources Assistant III 7,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,24,27,n/a,458 Elgar Terrace,3-5 anos,Remoto,Estágio,2023-08-12
245,10,Human Resources Assistant IV,Human Resources Assistant IV 3,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,44,38,Major Banks,1 Fairview Way,10+ anos,Presencial,Tempo inteiro,2023-02-08
246,35,Financial Advisor,Financial Advisor 75,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,44,22,Real Estate Investment Trusts,7544 Ruskin Road,0 anos,Remoto,Meia jornada,2023-05-05
247,44,Web Designer II,Web Designer II 82,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,27,31,Environmental Services,80975 Del Mar Pass,0-3 anos,Remoto,Estágio,2023-07-17
248,17,Software Consultant,Software Consultant 9,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,124,40,Savings Institutions,6426 New Castle Court,0-3 anos,Presencial,Estágio,2022-11-24
249,38,Accountant III,Accountant III 54,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,67,31,Major Pharmaceuticals,752 Golf Crossing,0 anos,Remoto,Meia jornada,2023-05-13
250,14,Accounting Assistant I,Accounting Assistant I 41,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,79,39,n/a,8 Scoville Avenue,5-10 anos,Remoto,Tempo inteiro,2023-01-23
251,11,Recruiter,Recruiter 32,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,108,38,Metal Fabrications,1431 East Alley,0 anos,Remoto,Tempo inteiro,2023-05-21
252,41,Safety Technician I,Safety Technician I 82,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,99,28,n/a,39840 Bunting Circle,3-5 anos,Híbrido,Estágio,2023-01-28
253,15,Occupational Therapist,Occupational Therapist 33,mattis nibh ligula nec sem duis aliquam convallis nunc proin at,69,40,Biotechnology: Biological Products (No Diagnostic Substances),0 Gulseth Circle,0-3 anos,Presencial,Estágio,2022-12-06
254,27,Mechanical Systems Engineer,Mechanical Systems Engineer 31,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,57,37,Industrial Machinery/Components,94 Mariners Cove Circle,10+ anos,Remoto,Estágio,2023-11-06
255,36,Account Executive,Account Executive 4,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,24,37,Home Furnishings,73 Golf Place,0 anos,Híbrido,Tempo inteiro,2023-09-02
256,44,Chief Design Engineer,Chief Design Engineer 14,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,62,32,n/a,80975 Del Mar Pass,3-5 anos,Híbrido,Tempo inteiro,2023-07-04
257,17,Assistant Professor,Assistant Professor 42,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,111,39,Specialty Foods,6426 New Castle Court,5-10 anos,Híbrido,Tempo inteiro,2023-09-25
258,34,Research Nurse,Research Nurse 63,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,24,39,EDP Services,79 Lighthouse Bay Pass,3-5 anos,Remoto,Tempo inteiro,2023-02-26
259,28,Chief Design Engineer,Chief Design Engineer 9,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,118,30,n/a,721 Morrow Court,10+ anos,Remoto,Tempo inteiro,2023-09-14
260,7,Account Executive,Account Executive 31,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,28,28,Oil & Gas Production,35270 Delaware Way,0-3 anos,Remoto,Meia jornada,2023-10-27
261,9,Nuclear Power Engineer,Nuclear Power Engineer 19,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,71,32,Computer Manufacturing,65247 Mallory Court,0 anos,Remoto,Estágio,2023-03-26
262,25,General Manager,General Manager 46,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,95,38,Multi-Sector Companies,71398 Graceland Pass,5-10 anos,Remoto,Estágio,2023-11-10
263,24,Actuary,Actuary 39,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,24,24,Industrial Machinery/Components,0 Aberg Plaza,10+ anos,Híbrido,Meia jornada,2023-11-06
264,12,Help Desk Operator,Help Desk Operator 59,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,87,23,Oil & Gas Production,44598 Arizona Center,5-10 anos,Remoto,Meia jornada,2023-03-18
265,45,Analyst Programmer,Analyst Programmer 53,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,108,26,Major Banks,02325 Chive Center,5-10 anos,Presencial,Meia jornada,2022-12-24
266,40,Systems Administrator II,Systems Administrator II 52,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,57,21,Computer Software: Prepackaged Software,10 Schmedeman Plaza,0-3 anos,Presencial,Tempo inteiro,2023-09-30
267,35,Human Resources Assistant III,Human Resources Assistant III 26,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,87,33,Plastic Products,7544 Ruskin Road,0-3 anos,Remoto,Meia jornada,2022-12-15
268,14,Desktop Support Technician,Desktop Support Technician 38,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,99,22,Multi-Sector Companies,8 Scoville Avenue,3-5 anos,Híbrido,Estágio,2023-11-02
269,30,Analyst Programmer,Analyst Programmer 29,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,48,34,Computer Software: Prepackaged Software,906 Hazelcrest Way,0 anos,Presencial,Estágio,2023-07-03
270,18,Sales Associate,Sales Associate 86,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,49,40,Major Pharmaceuticals,92 Elka Court,0 anos,Presencial,Estágio,2022-11-27
271,3,Actuary,Actuary 2,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,51,20,Electrical Products,90 Bluejay Plaza,0-3 anos,Remoto,Estágio,2023-09-04
272,38,Automation Specialist III,Automation Specialist III 86,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,60,27,Major Banks,752 Golf Crossing,10+ anos,Remoto,Meia jornada,2022-11-28
273,16,Help Desk Technician,Help Desk Technician 33,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,33,40,Television Services,63077 Grasskamp Lane,5-10 anos,Remoto,Tempo inteiro,2023-05-01
274,47,Media Manager IV,Media Manager IV 14,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,42,33,n/a,79031 Lighthouse Bay Road,3-5 anos,Híbrido,Tempo inteiro,2023-06-02
275,29,Systems Administrator I,Systems Administrator I 27,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,46,21,Major Banks,821 Golf Course Point,10+ anos,Remoto,Tempo inteiro,2023-09-03
276,13,Mechanical Systems Engineer,Mechanical Systems Engineer 13,maecenas leo odio condimentum id luctus nec molestie sed justo,21,40,Biotechnology: Biological Products (No Diagnostic Substances),8132 Rockefeller Lane,0 anos,Presencial,Meia jornada,2023-05-18
277,43,Quality Control Specialist,Quality Control Specialist 75,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,9,40,Other Consumer Services,1404 Carioca Park,3-5 anos,Remoto,Estágio,2023-05-22
278,26,Registered Nurse,Registered Nurse 94,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,27,39,Specialty Chemicals,8533 Bartelt Drive,3-5 anos,Presencial,Meia jornada,2023-02-18
279,31,Food Chemist,Food Chemist 14,eget semper rutrum nulla nunc purus phasellus in felis donec,106,34,Major Banks,2 Carberry Plaza,5-10 anos,Presencial,Estágio,2023-01-09
280,5,Assistant Professor,Assistant Professor 79,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,16,26,Industrial Machinery/Components,458 Elgar Terrace,10+ anos,Remoto,Tempo inteiro,2023-10-23
281,1,Account Executive,Account Executive 100,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,94,40,n/a,2 Eastlawn Parkway,10+ anos,Híbrido,Estágio,2023-06-05
282,50,Senior Quality Engineer,Senior Quality Engineer 98,placerat ante nulla justo aliquam quis turpis eget elit sodales,100,27,Real Estate Investment Trusts,0 Declaration Street,3-5 anos,Remoto,Tempo inteiro,2023-06-24
283,32,Internal Auditor,Internal Auditor 94,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,115,25,Restaurants,11 Elka Court,3-5 anos,Presencial,Tempo inteiro,2022-12-19
284,48,Junior Executive,Junior Executive 74,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,40,26,Radio And Television Broadcasting And Communications Equipment,23897 Columbus Place,0 anos,Híbrido,Tempo inteiro,2023-02-15
285,39,Analyst Programmer,Analyst Programmer 72,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,122,24,Catalog/Specialty Distribution,7 Artisan Court,0-3 anos,Híbrido,Tempo inteiro,2023-04-21
286,4,Nurse,Nurse 64,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,63,22,Savings Institutions,77381 Scoville Street,3-5 anos,Híbrido,Tempo inteiro,2023-07-15
287,20,Pharmacist,Pharmacist 35,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,62,26,Apparel,89468 Transport Lane,10+ anos,Híbrido,Tempo inteiro,2023-10-23
288,2,Geologist II,Geologist II 69,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,70,38,EDP Services,8544 Forest Run Park,0 anos,Presencial,Meia jornada,2023-06-23
289,42,Geological Engineer,Geological Engineer 16,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,53,37,Other Consumer Services,38 Spaight Hill,3-5 anos,Presencial,Tempo inteiro,2023-03-23
290,19,Geologist I,Geologist I 16,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,53,22,Electrical Products,9205 Tennessee Alley,0-3 anos,Remoto,Estágio,2023-04-19
291,33,Computer Systems Analyst IV,Computer Systems Analyst IV 57,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,30,30,Electrical Products,605 Lillian Avenue,3-5 anos,Remoto,Tempo inteiro,2023-10-17
292,46,Help Desk Technician,Help Desk Technician 59,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,62,20,n/a,7322 Magdeline Plaza,0-3 anos,Híbrido,Tempo inteiro,2023-11-22
293,8,VP Accounting,VP Accounting 31,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,33,28,Major Banks,5872 Beilfuss Way,3-5 anos,Híbrido,Meia jornada,2022-12-07
294,21,Financial Analyst,Financial Analyst 34,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,61,24,Commercial Banks,60016 Anzinger Plaza,5-10 anos,Remoto,Meia jornada,2023-10-11
295,23,Information Systems Manager,Information Systems Manager 41,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,91,34,Telecommunications Equipment,8 Moulton Circle,0 anos,Presencial,Tempo inteiro,2023-05-01
296,10,Web Designer IV,Web Designer IV 90,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,111,21,Real Estate Investment Trusts,1 Fairview Way,0-3 anos,Presencial,Estágio,2023-10-28
297,49,Programmer Analyst III,Programmer Analyst III 29,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,32,21,Restaurants,9521 Huxley Court,0 anos,Híbrido,Tempo inteiro,2023-11-16
298,37,Engineer III,Engineer III 52,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,63,27,RETAIL: Building Materials,128 Goodland Lane,5-10 anos,Remoto,Estágio,2022-12-28
299,22,Software Engineer IV,Software Engineer IV 35,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,90,39,Specialty Chemicals,3 Bay Plaza,3-5 anos,Híbrido,Estágio,2023-09-23
300,6,Paralegal,Paralegal 11,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,35,29,Business Services,9643 Corry Lane,0-3 anos,Híbrido,Estágio,2023-11-21
